,date,open,high,low,close,volume
202447,2023-10-14 06:15:00,26880.04,26880.05,26850.0,26853.8,720.18175
202448,2023-10-14 06:30:00,26853.81,26876.93,26853.39,26868.73,189.12929
202449,2023-10-14 06:45:00,26868.72,26871.84,26862.08,26863.41,83.38537
202450,2023-10-14 07:00:00,26863.4,26863.41,26841.76,26856.34,202.61913
202451,2023-10-14 07:15:00,26856.34,26873.39,26848.07,26865.1,111.23602
202452,2023-10-14 07:30:00,26865.09,26871.5,26865.09,26865.84,65.71952
202453,2023-10-14 07:45:00,26865.85,26868.8,26852.61,26868.8,147.49822
202454,2023-10-14 08:00:00,26868.8,26884.9,26853.0,26853.0,103.95341
202455,2023-10-14 08:15:00,26853.01,26860.15,26853.0,26856.26,75.44836
202456,2023-10-14 08:30:00,26856.26,26869.41,26847.87,26848.86,100.64719
202457,2023-10-14 08:45:00,26848.87,26866.05,26848.86,26866.04,71.47095
202458,2023-10-14 09:00:00,26866.04,26879.99,26866.04,26879.98,53.50919
202459,2023-10-14 09:15:00,26879.98,26884.47,26872.28,26879.01,67.44791
202460,2023-10-14 09:30:00,26879.01,26879.01,26872.23,26874.07,57.34416
202461,2023-10-14 09:45:00,26874.07,26879.99,26874.07,26879.98,56.96072
202462,2023-10-14 10:00:00,26879.98,26886.46,26879.98,26886.45,55.00728
202463,2023-10-14 10:15:00,26886.45,26890.02,26885.0,26887.71,53.42624
202464,2023-10-14 10:30:00,26887.7,26900.0,26887.7,26891.94,80.44411
202465,2023-10-14 10:45:00,26891.94,26891.94,26865.19,26878.78,97.48604
202466,2023-10-14 11:00:00,26878.78,26878.79,26868.76,26868.77,77.92737
202467,2023-10-14 11:15:00,26868.76,26870.58,26862.71,26865.67,76.49858
202468,2023-10-14 11:30:00,26865.67,26869.68,26860.86,26860.86,58.0421
202469,2023-10-14 11:45:00,26860.87,26872.36,26849.82,26872.35,129.83661
202470,2023-10-14 12:00:00,26872.35,26876.33,26850.44,26856.27,91.63523
202471,2023-10-14 12:15:00,26856.26,26857.21,26850.89,26854.24,73.14733
202472,2023-10-14 12:30:00,26854.25,26859.9,26854.24,26858.01,51.81799
202473,2023-10-14 12:45:00,26858.01,26896.1,26858.0,26893.08,115.25462
202474,2023-10-14 13:00:00,26893.08,26898.49,26886.26,26894.47,72.80753
202475,2023-10-14 13:15:00,26894.47,26911.19,26881.49,26885.18,107.46999
202476,2023-10-14 13:30:00,26885.18,26907.96,26882.43,26907.95,77.29054
202477,2023-10-14 13:45:00,26907.96,26913.87,26884.97,26907.61,136.4209
202478,2023-10-14 14:00:00,26907.61,26907.62,26897.3,26901.58,68.64295
202479,2023-10-14 14:15:00,26901.59,26907.15,26893.51,26896.99,63.79568
202480,2023-10-14 14:30:00,26897.0,26897.0,26869.76,26879.01,111.4576
202481,2023-10-14 14:45:00,26879.01,26886.83,26879.0,26885.24,64.91434
202482,2023-10-14 15:00:00,26885.24,26901.98,26880.12,26901.43,102.28368
202483,2023-10-14 15:15:00,26901.44,26916.78,26882.48,26896.36,135.36581
202484,2023-10-14 15:30:00,26896.36,26922.32,26892.67,26922.32,91.91476
202485,2023-10-14 15:45:00,26922.32,26943.39,26908.72,26942.56,158.95763
202486,2023-10-14 16:00:00,26942.56,26953.18,26920.0,26933.26,236.35234
202487,2023-10-14 16:15:00,26933.25,26937.79,26910.0,26913.91,122.05057
202488,2023-10-14 16:30:00,26913.9,26916.58,26903.91,26909.06,67.22749
202489,2023-10-14 16:45:00,26909.06,26926.58,26909.05,26926.58,81.80185
202490,2023-10-14 17:00:00,26926.57,26928.19,26888.93,26891.21,120.77781
202491,2023-10-14 17:15:00,26891.2,26909.96,26887.53,26887.54,112.67458
202492,2023-10-14 17:30:00,26887.53,26898.09,26884.57,26891.43,80.82457
202493,2023-10-14 17:45:00,26891.42,26893.76,26889.5,26889.51,59.94978
202494,2023-10-14 18:00:00,26889.51,26889.51,26870.0,26871.99,67.7599
202495,2023-10-14 18:15:00,26871.98,26883.67,26871.98,26875.58,125.10012
202496,2023-10-14 18:30:00,26875.59,26882.87,26872.77,26874.59,90.30478
202497,2023-10-14 18:45:00,26874.59,26875.94,26870.0,26870.0,61.72049
202498,2023-10-14 19:00:00,26870.0,26871.47,26858.68,26858.69,73.12001
202499,2023-10-14 19:15:00,26858.68,26879.2,26858.68,26870.68,90.36592
202500,2023-10-14 19:30:00,26870.68,26890.33,26850.0,26856.43,211.06982
202501,2023-10-14 19:45:00,26856.43,26865.0,26855.06,26864.29,39.16281
202502,2023-10-14 20:00:00,26864.29,26864.29,26854.64,26855.62,72.90558
202503,2023-10-14 20:15:00,26855.62,26855.62,26815.0,26830.17,146.51595
202504,2023-10-14 20:30:00,26830.18,26847.89,26823.29,26843.68,82.84774
202505,2023-10-14 20:45:00,26843.69,26847.71,26840.03,26845.32,52.92381
202506,2023-10-14 21:00:00,26845.31,26883.57,26845.31,26862.46,130.17482
202507,2023-10-14 21:15:00,26862.46,26862.47,26789.0,26807.5,180.41747
202508,2023-10-14 21:30:00,26807.51,26841.2,26807.5,26825.47,92.10915
202509,2023-10-14 21:45:00,26825.47,26828.2,26820.0,26820.01,62.34954
202510,2023-10-14 22:00:00,26820.0,26833.58,26819.72,26832.67,75.49741
202511,2023-10-14 22:15:00,26832.68,26836.44,26827.52,26830.33,57.80547
202512,2023-10-14 22:30:00,26830.33,26835.81,26830.11,26834.31,24.34038
202513,2023-10-14 22:45:00,26834.31,26854.62,26834.3,26849.45,48.24323
202514,2023-10-14 23:00:00,26849.44,26866.47,26849.44,26863.47,43.19311
202515,2023-10-14 23:15:00,26863.47,26866.97,26860.66,26860.67,32.10115
202516,2023-10-14 23:30:00,26860.66,26862.43,26854.38,26860.16,43.30287
202517,2023-10-14 23:45:00,26860.16,26860.17,26852.47,26852.48,25.9847
202518,2023-10-15 00:00:00,26852.48,26853.45,26842.32,26842.53,59.98687
202519,2023-10-15 00:15:00,26842.54,26845.57,26833.82,26833.94,68.53707
202520,2023-10-15 00:30:00,26833.94,26834.64,26815.76,26834.63,60.68202
202521,2023-10-15 00:45:00,26834.63,26849.53,26824.79,26848.76,66.34288
202522,2023-10-15 01:00:00,26848.76,26854.46,26845.4,26852.43,42.69867
202523,2023-10-15 01:15:00,26852.44,26856.19,26852.22,26856.19,52.57733
202524,2023-10-15 01:30:00,26856.18,26899.99,26856.18,26896.98,136.9726
202525,2023-10-15 01:45:00,26896.99,26916.77,26885.58,26890.01,279.63547
202526,2023-10-15 02:00:00,26890.0,26904.32,26880.6,26886.42,84.47395
202527,2023-10-15 02:15:00,26886.42,26886.42,26871.65,26877.04,56.21573
202528,2023-10-15 02:30:00,26877.03,26887.46,26877.03,26887.45,44.47386
202529,2023-10-15 02:45:00,26887.45,26887.45,26881.0,26883.6,50.6163
202530,2023-10-15 03:00:00,26883.6,26892.27,26877.17,26892.27,69.91694
202531,2023-10-15 03:15:00,26892.27,26901.9,26892.26,26899.81,60.75621
202532,2023-10-15 03:30:00,26899.82,26907.16,26891.01,26891.01,49.14629
202533,2023-10-15 03:45:00,26891.01,26891.02,26877.42,26880.46,139.52921
202534,2023-10-15 04:00:00,26880.46,26889.22,26880.46,26882.29,49.85958
202535,2023-10-15 04:15:00,26882.29,26883.29,26879.25,26880.59,83.08087
202536,2023-10-15 04:30:00,26880.6,26886.99,26871.86,26878.01,54.36919
202537,2023-10-15 04:45:00,26878.0,26883.99,26874.03,26883.98,52.45963
202538,2023-10-15 05:00:00,26883.98,26886.08,26881.26,26881.27,39.51582
202539,2023-10-15 05:15:00,26881.26,26883.47,26881.26,26883.47,26.06706
202540,2023-10-15 05:30:00,26883.47,26883.47,26882.44,26882.44,28.85563
202541,2023-10-15 05:45:00,26882.45,26882.45,26882.44,26882.44,35.32048
202542,2023-10-15 06:00:00,26882.45,26882.45,26873.94,26873.95,56.54901
202543,2023-10-15 06:15:00,26873.95,26875.38,26873.94,26875.36,51.59448
202544,2023-10-15 06:30:00,26875.37,26875.37,26875.36,26875.37,57.50533
202545,2023-10-15 06:45:00,26875.37,26879.53,26875.36,26879.53,33.31775
202546,2023-10-15 07:00:00,26879.53,26879.84,26879.52,26879.84,56.58739
202547,2023-10-15 07:15:00,26879.83,26879.84,26873.91,26876.85,59.37956
202548,2023-10-15 07:30:00,26876.85,26880.59,26876.84,26878.91,36.34479
202549,2023-10-15 07:45:00,26878.91,26882.52,26878.91,26882.52,36.33969
202550,2023-10-15 08:00:00,26882.51,26899.98,26882.51,26883.69,101.46394
202551,2023-10-15 08:15:00,26883.69,26892.62,26882.69,26892.61,91.5796
202552,2023-10-15 08:30:00,26892.62,26908.22,26892.61,26908.22,87.79364
202553,2023-10-15 08:45:00,26908.21,26910.0,26900.0,26905.79,87.55399
202554,2023-10-15 09:00:00,26905.78,26919.0,26905.78,26915.01,95.93629
202555,2023-10-15 09:15:00,26915.0,26917.37,26900.0,26900.01,56.54777
202556,2023-10-15 09:30:00,26900.0,26902.18,26898.05,26901.17,63.29732
202557,2023-10-15 09:45:00,26901.17,26901.3,26897.56,26901.29,49.00905
202558,2023-10-15 10:00:00,26901.3,26901.3,26897.92,26897.92,44.95236
202559,2023-10-15 10:15:00,26897.92,26897.93,26894.98,26894.98,57.81365
202560,2023-10-15 10:30:00,26894.98,26900.03,26893.0,26900.01,126.8801
202561,2023-10-15 10:45:00,26900.0,26900.01,26895.0,26895.0,50.18293
202562,2023-10-15 11:00:00,26895.0,26895.01,26857.0,26859.0,118.70596
202563,2023-10-15 11:15:00,26858.99,26871.4,26843.79,26870.23,106.39975
202564,2023-10-15 11:30:00,26870.23,26870.24,26862.43,26862.43,80.18719
202565,2023-10-15 11:45:00,26862.43,26862.44,26852.47,26852.47,69.55339
202566,2023-10-15 12:00:00,26852.48,26852.48,26832.34,26838.09,108.84059
202567,2023-10-15 12:15:00,26838.08,26844.36,26826.7,26844.35,104.41352
202568,2023-10-15 12:30:00,26844.36,26844.36,26833.08,26835.01,70.39411
202569,2023-10-15 12:45:00,26835.02,26843.44,26831.26,26838.14,84.96176
202570,2023-10-15 13:00:00,26838.14,26881.81,26808.25,26881.78,516.74789
202571,2023-10-15 13:15:00,26881.78,26965.28,26876.41,26930.33,433.35757
202572,2023-10-15 13:30:00,26930.33,26945.47,26885.0,26885.0,249.67008
202573,2023-10-15 13:45:00,26885.01,26885.01,26840.46,26861.13,232.57401
202574,2023-10-15 14:00:00,26861.12,26894.15,26857.15,26892.77,123.21454
202575,2023-10-15 14:15:00,26892.78,26918.62,26883.76,26904.52,121.45138
202576,2023-10-15 14:30:00,26904.52,26912.7,26886.37,26888.03,132.04952
202577,2023-10-15 14:45:00,26888.02,26889.05,26873.37,26873.37,80.31792
202578,2023-10-15 15:00:00,26873.38,26878.46,26851.98,26873.81,135.30867
202579,2023-10-15 15:15:00,26873.81,26899.6,26873.81,26895.4,108.67435
202580,2023-10-15 15:30:00,26895.39,26905.26,26895.39,26905.26,101.52174
202581,2023-10-15 15:45:00,26905.26,26906.89,26897.37,26898.87,70.68883
202582,2023-10-15 16:00:00,26898.87,26915.54,26893.41,26906.77,119.40355
202583,2023-10-15 16:15:00,26906.76,26908.0,26893.44,26907.99,105.48181
202584,2023-10-15 16:30:00,26908.0,26924.22,26907.99,26924.21,81.58791
202585,2023-10-15 16:45:00,26924.21,26934.58,26921.93,26930.29,76.76842
202586,2023-10-15 17:00:00,26930.29,26950.0,26920.55,26933.2,108.95415
202587,2023-10-15 17:15:00,26933.19,27007.0,26928.14,26993.4,533.62725
202588,2023-10-15 17:30:00,26993.39,27017.44,26953.91,26973.01,292.73288
202589,2023-10-15 17:45:00,26973.02,26982.5,26962.64,26982.49,108.27879
202590,2023-10-15 18:00:00,26982.49,26990.0,26964.64,26970.0,85.3804
202591,2023-10-15 18:15:00,26969.99,26986.98,26956.17,26986.17,92.50103
202592,2023-10-15 18:30:00,26986.16,27045.0,26986.16,27040.65,280.90494
202593,2023-10-15 18:45:00,27040.66,27063.08,27037.85,27056.41,223.76396
202594,2023-10-15 19:00:00,27056.4,27081.0,27021.6,27067.48,197.07387
202595,2023-10-15 19:15:00,27067.48,27075.95,27023.69,27032.87,193.53145
202596,2023-10-15 19:30:00,27032.86,27038.72,27004.25,27004.25,120.36775
202597,2023-10-15 19:45:00,27004.26,27045.71,26986.07,27043.75,157.34507
202598,2023-10-15 20:00:00,27043.75,27046.76,27015.0,27033.01,181.65274
202599,2023-10-15 20:15:00,27033.01,27066.0,27026.07,27065.99,106.375
202600,2023-10-15 20:30:00,27066.0,27232.99,27065.98,27183.16,1354.93119
202601,2023-10-15 20:45:00,27183.17,27234.99,27153.71,27206.21,712.70226
202602,2023-10-15 21:00:00,27206.2,27227.57,27084.15,27094.43,627.68545
202603,2023-10-15 21:15:00,27094.42,27200.0,27090.81,27166.52,234.20388
202604,2023-10-15 21:30:00,27166.52,27202.49,27124.21,27166.86,226.30769
202605,2023-10-15 21:45:00,27166.87,27179.59,27166.86,27179.58,88.8507
202606,2023-10-15 22:00:00,27179.59,27293.33,27179.58,27261.56,670.15259
202607,2023-10-15 22:15:00,27261.56,27263.88,27235.0,27258.9,259.43785
202608,2023-10-15 22:30:00,27258.91,27270.0,27179.95,27185.84,300.81011
202609,2023-10-15 22:45:00,27185.84,27188.43,27073.28,27102.2,540.39404
202610,2023-10-15 23:00:00,27102.2,27105.55,27034.65,27072.47,481.37207
202611,2023-10-15 23:15:00,27072.48,27080.0,27036.63,27055.26,329.12091
202612,2023-10-15 23:30:00,27055.27,27109.42,27045.9,27107.79,173.46977
202613,2023-10-15 23:45:00,27107.79,27155.0,27107.78,27154.15,167.77115
202614,2023-10-16 00:00:00,27154.14,27193.54,27131.54,27159.02,388.33614
202615,2023-10-16 00:15:00,27159.02,27164.26,27128.13,27158.19,268.24847
202616,2023-10-16 00:30:00,27158.19,27180.0,27112.67,27112.67,244.02792
202617,2023-10-16 00:45:00,27112.67,27166.72,27112.66,27141.88,184.70749
202618,2023-10-16 01:00:00,27141.87,27203.73,27141.87,27198.34,519.49799
202619,2023-10-16 01:15:00,27198.34,27249.99,27198.33,27242.12,758.78288
202620,2023-10-16 01:30:00,27242.12,27279.67,27209.97,27215.26,385.13364
202621,2023-10-16 01:45:00,27215.25,27244.28,27190.0,27194.96,227.89821
202622,2023-10-16 02:00:00,27194.96,27219.39,27179.9,27215.98,159.784
202623,2023-10-16 02:15:00,27215.99,27285.91,27212.0,27260.12,194.54982
202624,2023-10-16 02:30:00,27260.12,27274.04,27194.99,27197.66,241.72739
202625,2023-10-16 02:45:00,27197.66,27205.11,27184.41,27191.29,115.89115
202626,2023-10-16 03:00:00,27191.28,27196.97,27166.8,27166.81,142.85127
202627,2023-10-16 03:15:00,27166.81,27225.0,27160.01,27221.39,260.67569
202628,2023-10-16 03:30:00,27221.39,27230.0,27205.0,27227.7,266.25581
202629,2023-10-16 03:45:00,27227.71,27235.92,27213.58,27235.92,157.66772
202630,2023-10-16 04:00:00,27235.92,27244.05,27225.13,27237.08,114.0731
202631,2023-10-16 04:15:00,27237.07,27237.08,27207.88,27212.12,169.67302
202632,2023-10-16 04:30:00,27212.12,27217.39,27193.98,27217.38,174.08896
202633,2023-10-16 04:45:00,27217.38,27275.0,27217.38,27251.18,229.86303
202634,2023-10-16 05:00:00,27251.18,27288.45,27251.17,27288.44,266.1212
202635,2023-10-16 05:15:00,27288.44,27812.42,27284.27,27768.38,4840.76057
202636,2023-10-16 05:30:00,27768.38,27980.0,27750.51,27855.83,2083.21487
202637,2023-10-16 05:45:00,27855.82,27925.0,27791.6,27916.44,1267.66363
202638,2023-10-16 06:00:00,27916.43,27971.34,27858.84,27952.58,1095.58093
202639,2023-10-16 06:15:00,27952.59,27958.01,27817.93,27826.28,705.80326
202640,2023-10-16 06:30:00,27826.29,27913.23,27816.05,27858.99,1022.98571
202641,2023-10-16 06:45:00,27859.0,27861.35,27789.0,27812.61,563.51545
202642,2023-10-16 07:00:00,27812.6,27869.96,27802.94,27854.17,735.4077
202643,2023-10-16 07:15:00,27854.16,27898.0,27837.6,27889.66,545.81682
202644,2023-10-16 07:30:00,27889.65,27920.0,27883.78,27884.12,437.06489
202645,2023-10-16 07:45:00,27884.12,27885.92,27842.04,27849.06,294.68665
202646,2023-10-16 08:00:00,27849.05,27902.99,27849.05,27865.88,659.57773
202647,2023-10-16 08:15:00,27865.89,27881.56,27812.17,27821.89,435.02545
202648,2023-10-16 08:30:00,27821.89,27854.08,27818.0,27841.7,351.71999
202649,2023-10-16 08:45:00,27841.7,27841.7,27805.29,27809.84,279.10861
202650,2023-10-16 09:00:00,27809.83,27810.94,27669.51,27689.32,878.55371
202651,2023-10-16 09:15:00,27689.31,27722.01,27641.72,27696.25,573.88871
202652,2023-10-16 09:30:00,27696.24,27755.86,27676.42,27717.31,290.22742
202653,2023-10-16 09:45:00,27717.31,27776.6,27717.3,27768.07,286.27028
202654,2023-10-16 10:00:00,27768.06,27769.52,27742.49,27745.67,268.65917
202655,2023-10-16 10:15:00,27745.67,27745.67,27696.22,27710.59,283.43101
202656,2023-10-16 10:30:00,27710.58,27777.0,27710.58,27776.99,427.13492
202657,2023-10-16 10:45:00,27777.0,27788.36,27748.08,27770.03,249.36608
202658,2023-10-16 11:00:00,27770.03,27773.85,27748.48,27751.88,192.52929
202659,2023-10-16 11:15:00,27751.87,27755.01,27744.0,27744.0,205.63384
202660,2023-10-16 11:30:00,27744.0,27744.01,27674.12,27714.99,305.0001
202661,2023-10-16 11:45:00,27715.0,27752.72,27710.0,27749.6,221.20233
202662,2023-10-16 12:00:00,27749.61,27774.89,27709.04,27753.92,274.20441
202663,2023-10-16 12:15:00,27753.92,27827.63,27753.91,27790.02,462.30653
202664,2023-10-16 12:30:00,27790.01,27817.9,27775.0,27788.6,471.98632
202665,2023-10-16 12:45:00,27788.59,27887.99,27788.59,27887.99,769.43965
202666,2023-10-16 13:00:00,27887.99,27969.99,27841.87,27928.78,1018.27599
202667,2023-10-16 13:15:00,27928.77,29350.0,27897.8,29330.53,7100.60883
202668,2023-10-16 13:30:00,29330.53,30000.0,28052.24,28246.43,13289.88926
202669,2023-10-16 13:45:00,28239.76,28485.0,27730.0,28000.0,6154.5898
202670,2023-10-16 14:00:00,27999.99,28100.0,27888.88,27976.56,1465.59178
202671,2023-10-16 14:15:00,27976.57,28214.72,27966.68,28207.64,1379.53717
202672,2023-10-16 14:30:00,28207.63,28399.99,28069.26,28244.93,1609.98456
202673,2023-10-16 14:45:00,28244.93,28245.0,28136.12,28193.83,671.75103
202674,2023-10-16 15:00:00,28193.83,28216.1,28101.0,28164.18,554.04126
202675,2023-10-16 15:15:00,28164.17,28188.23,28040.0,28112.58,595.69535
202676,2023-10-16 15:30:00,28112.58,28148.91,28037.04,28057.28,467.37278
202677,2023-10-16 15:45:00,28057.27,28118.72,28034.11,28064.16,501.19896
202678,2023-10-16 16:00:00,28064.16,28181.81,28064.16,28162.52,590.76093
202679,2023-10-16 16:15:00,28162.52,28182.54,28076.38,28106.36,463.53363
202680,2023-10-16 16:30:00,28106.36,28137.22,28074.35,28094.38,342.33952
202681,2023-10-16 16:45:00,28094.37,28133.36,28075.0,28087.99,326.03631
202682,2023-10-16 17:00:00,28088.0,28224.42,28086.68,28193.82,608.30764
202683,2023-10-16 17:15:00,28193.81,28241.63,28135.86,28151.58,447.65504
202684,2023-10-16 17:30:00,28151.59,28192.1,28108.96,28189.91,379.58341
202685,2023-10-16 17:45:00,28189.9,28235.0,28171.47,28234.99,378.56542
202686,2023-10-16 18:00:00,28235.0,28389.54,28231.04,28377.01,955.81877
202687,2023-10-16 18:15:00,28377.01,28437.0,28330.05,28366.81,825.8327
202688,2023-10-16 18:30:00,28366.81,28379.99,28293.56,28367.59,570.86885
202689,2023-10-16 18:45:00,28367.59,28593.46,28367.58,28551.21,1431.72001
202690,2023-10-16 19:00:00,28551.2,28808.51,28509.22,28711.94,1699.40981
202691,2023-10-16 19:15:00,28711.94,28743.02,28561.71,28587.84,793.35867
202692,2023-10-16 19:30:00,28587.83,28589.15,28394.04,28459.31,761.49085
202693,2023-10-16 19:45:00,28459.3,28500.0,28396.78,28468.85,528.62253
202694,2023-10-16 20:00:00,28468.86,28560.0,28431.71,28559.5,376.12923
202695,2023-10-16 20:15:00,28559.5,28643.0,28530.01,28600.77,585.62028
202696,2023-10-16 20:30:00,28600.77,28600.77,28455.57,28470.0,398.70615
202697,2023-10-16 20:45:00,28470.0,28485.0,28322.89,28407.4,528.88129
202698,2023-10-16 21:00:00,28407.39,28414.99,28230.37,28314.99,694.85641
202699,2023-10-16 21:15:00,28315.0,28370.0,28303.41,28358.7,286.15462
202700,2023-10-16 21:30:00,28358.7,28453.54,28358.69,28383.83,294.90904
202701,2023-10-16 21:45:00,28383.83,28453.65,28375.0,28423.38,199.33215
202702,2023-10-16 22:00:00,28423.38,28469.12,28416.79,28416.8,308.98967
202703,2023-10-16 22:15:00,28416.79,28453.81,28399.86,28408.52,229.63756
202704,2023-10-16 22:30:00,28408.51,28504.12,28380.61,28501.75,320.88199
202705,2023-10-16 22:45:00,28501.75,28558.7,28476.8,28509.57,484.28956
202706,2023-10-16 23:00:00,28509.58,28545.87,28478.5,28538.24,286.87555
202707,2023-10-16 23:15:00,28538.24,28538.25,28441.05,28466.51,179.2825
202708,2023-10-16 23:30:00,28466.51,28504.63,28438.61,28504.62,184.18766
202709,2023-10-16 23:45:00,28504.63,28520.79,28486.07,28500.78,180.429
202710,2023-10-17 00:00:00,28500.77,28549.34,28457.98,28461.81,522.68994
202711,2023-10-17 00:15:00,28461.8,28466.0,28314.01,28344.02,729.42411
202712,2023-10-17 00:30:00,28344.02,28414.35,28300.0,28329.99,620.28919
202713,2023-10-17 00:45:00,28329.99,28361.96,28231.01,28278.09,522.43189
202714,2023-10-17 01:00:00,28278.08,28335.58,28270.0,28326.93,304.6689
202715,2023-10-17 01:15:00,28326.93,28357.17,28282.08,28353.86,268.45338
202716,2023-10-17 01:30:00,28353.87,28418.96,28330.48,28389.99,342.61228
202717,2023-10-17 01:45:00,28390.0,28404.98,28342.42,28350.0,310.65306
202718,2023-10-17 02:00:00,28349.99,28360.99,28304.96,28360.11,379.00902
202719,2023-10-17 02:15:00,28360.11,28360.11,28291.76,28340.0,476.32991
202720,2023-10-17 02:30:00,28340.0,28386.64,28330.0,28378.82,298.96625
202721,2023-10-17 02:45:00,28378.82,28388.17,28366.86,28368.27,219.13414
202722,2023-10-17 03:00:00,28368.28,28369.99,28346.51,28347.62,246.20224
202723,2023-10-17 03:15:00,28347.62,28347.63,28280.28,28282.39,354.3618
202724,2023-10-17 03:30:00,28282.4,28310.55,28265.0,28310.55,210.49799
202725,2023-10-17 03:45:00,28310.55,28311.36,28251.27,28269.99,223.41713
202726,2023-10-17 04:00:00,28270.0,28270.0,28069.32,28147.55,1195.10152
202727,2023-10-17 04:15:00,28147.56,28222.31,28113.92,28222.3,290.9071
202728,2023-10-17 04:30:00,28222.31,28244.95,28185.0,28192.37,223.16918
202729,2023-10-17 04:45:00,28192.36,28212.27,28149.43,28186.23,251.46156
202730,2023-10-17 05:00:00,28186.23,28225.25,28156.11,28157.57,180.85876
202731,2023-10-17 05:15:00,28157.57,28208.01,28154.36,28204.32,174.77956
202732,2023-10-17 05:30:00,28204.32,28204.32,28144.21,28181.01,219.74025
202733,2023-10-17 05:45:00,28181.01,28231.0,28173.58,28220.44,297.93608
202734,2023-10-17 06:00:00,28220.44,28221.71,28125.55,28125.56,329.23
202735,2023-10-17 06:15:00,28125.56,28181.55,28124.38,28126.75,256.08686
202736,2023-10-17 06:30:00,28126.75,28181.77,28120.5,28181.76,245.06945
202737,2023-10-17 06:45:00,28181.77,28242.29,28137.58,28229.61,459.60554
202738,2023-10-17 07:00:00,28229.6,28262.07,28212.31,28242.3,277.26956
202739,2023-10-17 07:15:00,28242.3,28275.38,28218.22,28219.53,302.09344
